""
2,[],UP_F_LOCKING|vivekuchil|100260000000,UP_F_LOCKING|vivekuchil|100100000000,0,83
3,[],UP_F_LOCKING|vivekuchil|100110000000,UP_F_LOCKING|vivekuchil|100110000000,0,83
4,[],UP_F_LOCKING|vivekuchil|8033076447,UP_F_LOCKING|vivekuchil|8033076447,0,83
5,"[('change', 'UP_F_TSA_PARAMETER:1:/row/c18', ('GB0010001', 'THISISMYCHANGE'))]",UP_F_TSA_PARAMETER|SYSTEM|10040293707,UP_F_TSA_PARAMETER|SYSTEM|10040293707,1,1
6,[],UP_F_LOCKING|vivekuchil|600074309,UP_F_LOCKING|vivekuchil|5012074963,0,83
7,[],UP_F_LOCKING|vivekuchil|7031075472,UP_F_LOCKING|vivekuchil|8027076465,0,83
8,[],UP_F_LOCKING|vivekuchil|7014075458,UP_F_LOCKING|vivekuchil|10030293714,0,83
9,[],UP_F_LOCKING|vivekuchil|10030293711,UP_F_LOCKING|vivekuchil|100120000000,0,83
10,[],UP_F_LOCKING|vivekuchil|100130000000,UP_F_LOCKING|vivekuchil|100130000000,0,83
11,[],UP_F_LOCKING|vivekuchil|10020293769,UP_F_LOCKING|vivekuchil|9010118039,0,83
12,[],UP_F_LOCKING|vivekuchil|1022074230,UP_F_LOCKING|vivekuchil|6032074312,0,83
13,[],UP_F_LOCKING|vivekuchil|5011075010,UP_F_LOCKING|vivekuchil|5012074963,0,83
14,[],IN_FBNK_CONSOL_UPDATE_000|AC.1.TR.USD.3103.1001.GB.5Y.3...1000.....GB0010001***20220419*60214|800076485,IN_FBNK_CONSOL_UPDATE_000|AC.1.TR.USD.3103.1001.GB.5Y.3...1000.....THISISMYCHANGE***20220419*60214|800076485,0,6
15,[],IN_FBNK_RE_SPEC_ENT_TODAY|AC.1.TR.USD.3103.1001.GB.5Y.3...1000.....GB0010001.ACCNEWARRFEE.*205486021461310.000001*20220419|800076485,IN_FBNK_RE_SPEC_ENT_TODAY|AC.1.TR.USD.3103.1001.GB.5Y.3...1000.....THISISMYCHANGE.ACCNEWARRFEE.*205486021461310.000001*20220419|800076485,0,4
16,"[('change', 'IN_FBNK_RE_CONSOL_SPEC000:1:/row/c2', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_RE_CONSOL_SPEC000:1:/row/c5', ('AC.1.TR.USD.3103.1001.GB.5Y.3...1000.....GB0010001.ACCNEWARRFEE', 'AC.1.TR.USD.3103.1001.GB.5Y.3...1000.....THISISMYCHANGE.ACCNEWARRFEE'))]",IN_FBNK_RE_CONSOL_SPEC000|205486000000000|800076485,IN_FBNK_RE_CONSOL_SPEC000|205486000000000|800076485,2,5
17,"[('change', 'UP_FBNK_CONT_ACTIVITY:1:/row/c13', ('AC.1.TR.USD.3103.1001.GB.5Y.3...1000.....GB0010001', 'AC.1.TR.USD.3103.1001.GB.5Y.3...1000.....THISISMYCHANGE'))]",UP_FBNK_CONT_ACTIVITY|AA220835NRFF*202204|800076485,UP_FBNK_CONT_ACTIVITY|AA220835NRFF*202204|800076485,1,5
18,[],UP_FBNK_CONT_CONT_ACTI000|AA220835NRFF|800076485,UP_FBNK_CONT_CONT_ACTI000|AA220835NRFF|800076485,0,5
19,[],IN_FBNK_PL_CONSOL_UPDA000|PL.52251.3103.1001.28.GB....3....GB0010001*USD**20220419*60214|800076485,IN_FBNK_PL_CONSOL_UPDA000|PL.52251.3103.1001.28.GB....3....THISISMYCHANGE*USD**20220419*60214|800076485,0,5
20,[],IN_FBNK_CATEG_ENT_TODAY|52251-AAAA-USD-205486021461310.000001|800076485,IN_FBNK_CATEG_ENT_TODAY|52251-AAAA-USD-205486021461310.000001|800076485,0,5
21,"[('change', 'IN_FBNK_CATEG_ENTRY:1:/row/c2', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_CATEG_ENTRY:1:/row/c56', ('PL.52251.3103.1001.28.GB....3....GB0010001', 'PL.52251.3103.1001.28.GB....3....THISISMYCHANGE'))]",IN_FBNK_CATEG_ENTRY|205486000000000|800076485,IN_FBNK_CATEG_ENTRY|205486000000000|800076485,2,5
22,[],IN_FBNK_CATEG_ENT_ACTI000|52251.20220419.GB0010001.60214|800076485,IN_FBNK_CATEG_ENT_ACTI000|52251.20220419.THISISMYCHANGE.60214|800076485,0,3
23,[],UP_F_LOCKING|vivekuchil|102074197,UP_F_LOCKING|vivekuchil|10040293719,0,83
24,[],UP_F_LOCKING|vivekuchil|10070293797,UP_F_LOCKING|vivekuchil|100240000000,0,83
25,"[('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[4]', ('205486021461310.000001ï£ºCï£ºï£ºï£ºï£ºGB0010001ï£º100900ï£º28ï£º862ï£º0.46ï£ºï£ºï£ºï£º52251ï£º3103ï£º20220419ï£ºUSDï£ºï£ºï£ºAA220835NRFFï£ºï£ºï£ºï£ºEB.COMM.ACCRUAL*AA220835NRFF*P9M07VNZ*NEWARRFEE*20220324ï£ºAAAAï£º20220419ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220419ï£ºï£ºTRï£º1ï£ºï£ºï£ºï£ºPL.52251.3103.1001.28.GB....3....GB0010001ï£ºï£ºNON-CONTINGENTï£º20220419ï£º1ï£º46_INPUTTERï£º46_INPUTTERï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºCATEG.ENTRYï£º240403150151617', '205486021461310.000001ï£ºCï£ºï£ºï£ºï£ºTHISISMYCHANGEï£º100900ï£º28ï£º862ï£º0.46ï£ºï£ºï£ºï£º52251ï£º3103ï£º20220419ï£ºUSDï£ºï£ºï£ºAA220835NRFFï£ºï£ºï£ºï£ºEB.COMM.ACCRUAL*AA220835NRFF*P9M07VNZ*NEWARRFEE*20220324ï£ºAAAAï£º20220419ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220419ï£ºï£ºTRï£º1ï£ºï£ºï£ºï£ºPL.52251.3103.1001.28.GB....3....THISISMYCHANGEï£ºï£ºNON-CONTINGENTï£º20220419ï£º1ï£º46_INPUTTERï£º46_INPUTTERï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºCATEG.ENTRYï£º240403150151617')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[5]', ('205486021461310.000001ï£ºRï£ºï£º111066ï£ºï£ºGB0010001ï£º100900ï£º28ï£ºACCï£º-0.46ï£ºï£ºï£ºï£ºï£º3103ï£º20220419ï£ºUSDï£ºï£ºï£ºAA220835NRFFï£ºï£º20220419ï£ºï£ºEB.COMM.ACCRUAL*AA220835NRFF*P9M07VNZ*NEWARRFEE*20220324ï£ºAAAAï£º20220419ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220419ï£ºï£ºTRï£º1ï£ºï£ºï£ºï£ºAC.1.TR.USD.3103.1001.GB.5Y.3...1000.....GB0010001ï£ºACCNEWARRFEEï£ºNON-CONTINGENTï£º20220419ï£ºï£º46_INPUTTERï£º46_INPUTTERï£º111066ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºRE.CONSOL.SPEC.ENTRYï£º240403150151633', '205486021461310.000001ï£ºRï£ºï£º111066ï£ºï£ºTHISISMYCHANGEï£º100900ï£º28ï£ºACCï£º-0.46ï£ºï£ºï£ºï£ºï£º3103ï£º20220419ï£ºUSDï£ºï£ºï£ºAA220835NRFFï£ºï£º20220419ï£ºï£ºEB.COMM.ACCRUAL*AA220835NRFF*P9M07VNZ*NEWARRFEE*20220324ï£ºAAAAï£º20220419ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220419ï£ºï£ºTRï£º1ï£ºï£ºï£ºï£ºAC.1.TR.USD.3103.1001.GB.5Y.3...1000.....THISISMYCHANGEï£ºACCNEWARRFEEï£ºNON-CONTINGENTï£º20220419ï£ºï£º46_INPUTTERï£º46_INPUTTERï£º111066ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºRE.CONSOL.SPEC.ENTRYï£º240403150151633')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[2]', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c38', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_IF_EVENTS_INTE000|fde5cf0a-6bb4-4d45-99e2-1618bfb55ed1|800076485,IN_FBNK_IF_EVENTS_INTE000|fde5cf0a-6bb4-4d45-99e2-1618bfb55ed1|800076485,4,16
26,[],UP_F_LOCKING|vivekuchil|10090293769,UP_F_LOCKING|vivekuchil|100120000000,0,83
27,[],UP_F_LOCKING|vivekuchil|8020076454,UP_F_LOCKING|vivekuchil|1010074247,0,83
28,[],UP_F_LOCKING|vivekuchil|7015075431,UP_F_LOCKING|vivekuchil|9010118039,0,83
29,[],UP_F_LOCKING|vivekuchil|100180000000,UP_F_LOCKING|vivekuchil|10030293714,0,83
30,[],UP_F_LOCKING|vivekuchil|2016074625,UP_F_LOCKING|vivekuchil|3015074813,0,83
31,[],UP_F_LOCKING|vivekuchil|100140000000,UP_F_LOCKING|vivekuchil|1021074233,0,83
32,[],UP_F_LOCKING|vivekuchil|6013074307,UP_F_LOCKING|vivekuchil|10040293719,0,83
33,[],UP_F_LOCKING|vivekuchil|100210000000,UP_F_LOCKING|vivekuchil|100120000000,0,83
34,[],UP_F_LOCKING|vivekuchil|3019074813,UP_F_LOCKING|vivekuchil|1010074247,0,83
35,[],UP_FBNK_AA_INTEREST_AC000|AA220836TLFX-PRINCIPALINT|110261000000,UP_FBNK_AA_INTEREST_AC000|AA220836TLFX-PRINCIPALINT|110261000000,0,15
36,[],UP_FBNK_AA_INTEREST_AC000|AA220836TLFX-PENALTYINT|110261000000,UP_FBNK_AA_INTEREST_AC000|AA220836TLFX-PENALTYINT|110261000000,0,15
37,"[('change', 'UP_FBNK_AA_ARRANGEMENT006:1:/row/c73', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_AA_ARRANGEMENT006|AA220836TLFX-DISBURSEMENTFEE-ACCRUAL|110261000000,UP_FBNK_AA_ARRANGEMENT006|AA220836TLFX-DISBURSEMENTFEE-ACCRUAL|110261000000,1,23
38,"[('change', 'UP_FBNK_EB_CONTRACT_BA001:1:/row/c14', ('AC.1.TR.USD.3103.1001.US.3Y.3...1000.....GB0010001', 'AC.1.TR.USD.3103.1001.US.3Y.3...1000.....THISISMYCHANGE')), ('change', 'UP_FBNK_EB_CONTRACT_BA001:1:/row/c16', ('GB0010001', 'THISISMYCHANGE')), ('change', 'UP_FBNK_EB_CONTRACT_BA001:1:/row/c29', ('AC.1.TR.USD.3103.1001.US.3Y.2...1000.....GB0010001', 'AC.1.TR.USD.3103.1001.US.3Y.2...1000.....THISISMYCHANGE'))]",UP_FBNK_EB_CONTRACT_BA001|113743|110261000000,UP_FBNK_EB_CONTRACT_BA001|113743|110261000000,3,16
39,"[('change', 'UP_FBNK_EB_ACCRUAL:1:/row/c7', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_EB_ACCRUAL|AA220836TLFX*P9M0FFJ1*NEWARRFEE*20220319|110261000000,UP_FBNK_EB_ACCRUAL|AA220836TLFX*P9M0FFJ1*NEWARRFEE*20220319|110261000000,1,4
40,"[('change', 'UP_FBNK_AA_ARRANGEMENT006:1:/row/c73', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_AA_ARRANGEMENT006|AA220836TLFX-PENALTYINT-ACCRUAL|110261000000,UP_FBNK_AA_ARRANGEMENT006|AA220836TLFX-PENALTYINT-ACCRUAL|110261000000,1,23
41,[],UP_FBNK_AA_INTEREST_AC000|AA220836TLFX-PENALTYINT-AABILL220830QLMC|110261000000,UP_FBNK_AA_INTEREST_AC000|AA220836TLFX-PENALTYINT-AABILL220830QLMC|110261000000,0,15
42,[],UP_F_LOCKING|vivekuchil|1023074257,UP_F_LOCKING|vivekuchil|1021074233,0,83
43,[],UP_F_LOCKING|vivekuchil|7026075427,UP_F_LOCKING|vivekuchil|5012074963,0,83
44,[],UP_F_LOCKING|vivekuchil|6030074268,UP_F_LOCKING|vivekuchil|100240000000,0,83
45,[],UP_F_LOCKING|vivekuchil|506074956,UP_F_LOCKING|vivekuchil|506074956,0,83
46,[],UP_F_LOCKING|vivekuchil|9030117930,UP_F_LOCKING|vivekuchil|9030117930,0,83
47,[],UP_F_LOCKING|vivekuchil|100200000000,UP_F_LOCKING|vivekuchil|100200000000,0,83
48,[],UP_F_LOCKING|vivekuchil|7019075459,UP_F_LOCKING|vivekuchil|100130000000,0,83
49,[],UP_F_LOCKING|vivekuchil|109074204,UP_F_LOCKING|vivekuchil|100270000000,0,83
0,[],UP_F_LOCKING|vivekuchil|1010074247,UP_F_LOCKING|vivekuchil|1010074247,0,83
1,[],UP_F_LOCKING|vivekuchil|10050293797,UP_F_LOCKING|vivekuchil|9010118039,0,83
2,[],UP_F_LOCKING|vivekuchil|100240000000,UP_F_LOCKING|vivekuchil|100240000000,0,83
3,[],UP_F_LOCKING|vivekuchil|3015074813,UP_F_LOCKING|vivekuchil|3015074813,0,83
4,"[('change', 'UP_F_TSA_SERVICE:1:/row/c31', ('GB0010001', 'THISISMYCHANGE'))]",UP_F_TSA_SERVICE|TSM|110101000000,UP_F_TSA_SERVICE|TSM|110101000000,1,3
5,"[('change', 'UP_F_TSA_SERVICE:1:/row/c31', ('GB0010001', 'THISISMYCHANGE'))]",UP_F_TSA_SERVICE|COB-1|11090702690,UP_F_TSA_SERVICE|COB-1|11090702690,1,3
6,[],UP_F_LOCKING|vivekuchil|7027075448,UP_F_LOCKING|vivekuchil|5012074963,0,83
7,[],UP_F_LOCKING|vivekuchil|3014074841,UP_F_LOCKING|vivekuchil|8027076465,0,83
8,[],UP_F_LOCKING|vivekuchil|10030293714,UP_F_LOCKING|vivekuchil|10030293714,0,83
9,[],UP_F_LOCKING|vivekuchil|300074811,UP_F_LOCKING|vivekuchil|1010074247,0,83
10,[],UP_F_LOCKING|vivekuchil|10050293790,UP_F_LOCKING|vivekuchil|9010118039,0,83
11,[],UP_F_LOCKING|vivekuchil|10010293733,UP_F_LOCKING|vivekuchil|6032074312,0,83
12,[],UP_F_LOCKING|vivekuchil|100310000000,UP_F_LOCKING|vivekuchil|5012074963,0,83
13,[],UP_F_LOCKING|vivekuchil|10040293713,UP_F_LOCKING|vivekuchil|1021074233,0,83
14,[],UP_F_LOCKING|vivekuchil|501074960,UP_F_LOCKING|vivekuchil|5012074963,0,83
15,[],UP_F_LOCKING|vivekuchil|10030293716,UP_F_LOCKING|vivekuchil|10040293719,0,83
16,[],UP_F_LOCKING|vivekuchil|6019074276,UP_F_LOCKING|vivekuchil|100240000000,0,83
17,[],UP_F_LOCKING|vivekuchil|100100000000,UP_F_LOCKING|vivekuchil|100100000000,0,83
18,[],UP_F_LOCKING|vivekuchil|100250000000,UP_F_LOCKING|vivekuchil|100240000000,0,83
19,[],UP_F_LOCKING|vivekuchil|4022074737,UP_F_LOCKING|vivekuchil|10030293714,0,83
20,"[('change', 'IN_FBNK_POS_MVMT_TODAY:1:/row/c1', ('GB00100011TR00GBPUSD20220420', 'THISISMYCHANGE1TR00GBPUSD20220420')), ('change', 'IN_FBNK_POS_MVMT_TODAY:1:/row/c2', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_POS_MVMT_TODAY|GB00100011TR00GBPUSD20220420*205488188559963.00|11090702655,IN_FBNK_POS_MVMT_TODAY|THISISMYCHANGE1TR00GBPUSD20220420*205488188559963.00|11090702655,2,8
21,"[('change', 'IN_FBNK_POS_MVMT_TODAY:1:/row/c1', ('GB00100011TR00USDGBP20220420', 'THISISMYCHANGE1TR00USDGBP20220420')), ('change', 'IN_FBNK_POS_MVMT_TODAY:1:/row/c2', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_POS_MVMT_TODAY|GB00100011TR00USDGBP20220420*205488188559963.00|11090702655,IN_FBNK_POS_MVMT_TODAY|THISISMYCHANGE1TR00USDGBP20220420*205488188559963.00|11090702655,2,8
22,"[('change', 'DE_FBNK_PM_DLY_POSN_CLASS:1:/row/c6', ('FUNDS.TRANSFER', 'IDIDIT'))]",DE_FBNK_PM_DLY_POSN_CLASS|FTASC.1.00.TR.GBP.20220420.81885.|11090702655,DE_FBNK_PM_DLY_POSN_CLASS|FTASC.1.00.TR.GBP.20220420.81885.|11090702655,1,2
23,"[('change', 'DE_FBNK_PM_DLY_POSN_CLASS:1:/row/c6', ('FUNDS.TRANSFER', 'IDIDIT'))]",DE_FBNK_PM_DLY_POSN_CLASS|FTFFT.1.00.TR.GBP.20220420.81885.|11090702655,DE_FBNK_PM_DLY_POSN_CLASS|FTFFT.1.00.TR.GBP.20220420.81885.|11090702655,1,2
24,"[('change', 'UP_FBNK_PM_DLY_POSN_CLASS:1:/row/c6', ('FUNDS.TRANSFER', 'IDIDIT'))]",UP_FBNK_PM_DLY_POSN_CLASS|FTASC.1.00.TR.USD.20220420.81885.|11090702655,UP_FBNK_PM_DLY_POSN_CLASS|FTASC.1.00.TR.USD.20220420.81885.|11090702655,1,2
25,"[('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[4]', ('205488188559934.010001ï£ºSï£ºï£ºï£º13347ï£ºGB0010001ï£º100260ï£º2110ï£º247ï£º2000.00ï£ºï£ºï£ºï£ºï£º1001ï£º20220420ï£ºGBPï£º1445.71ï£º1.3834ï£ºFT22110RQLY0ï£ºï£º20220420ï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºCREDITï£ºAC.1.TR.GBP.1001.2001.US.....2330.....GB0010001ï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923631', '205488188559934.010001ï£ºSï£ºï£ºï£º13347ï£ºTHISISMYCHANGEï£º100260ï£º2110ï£º247ï£º2000.00ï£ºï£ºï£ºï£ºï£º1001ï£º20220420ï£ºGBPï£º1445.71ï£º1.3834ï£ºFT22110RQLY0ï£ºï£º20220420ï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºCREDITï£ºAC.1.TR.GBP.1001.2001.US.....2330.....THISISMYCHANGEï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923631')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[1]', ('FUNDS.TRANSFER', 'IDIDIT')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[2]', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c38', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_IF_EVENTS_INTE000|9b1f7ba0-a9e6-4c60-b10a-76ee2c495a3c|11090702655,IN_FBNK_IF_EVENTS_INTE000|9b1f7ba0-a9e6-4c60-b10a-76ee2c495a3c|11090702655,4,16
26,[],UP_FBNK_ACCT_ACTIVITY|13347-202204|11090702655,UP_FBNK_ACCT_ACTIVITY|13347-202204|11090702655,0,3
27,[],UP_FBNK_CONSOL_UPDATE_000|AC.1.TR.GBP.1001.2001.US.....2330.....GB0010001***20220420*81885|11090702655,UP_FBNK_CONSOL_UPDATE_000|AC.1.TR.GBP.1001.2001.US.....2330.....THISISMYCHANGE***20220420*81885|11090702655,0,1
28,[],UP_FBNK_ACCT_ENT_TODAY|13347|11090702655,UP_FBNK_ACCT_ENT_TODAY|13347|11090702655,0,6
29,"[('change', 'IN_FBNK_STMT_ENTRY:1:/row/c2', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_STMT_ENTRY:1:/row/c39', ('AC.1.TR.USD.14016............GB0010001', 'AC.1.TR.USD.14016............THISISMYCHANGE'))]",IN_FBNK_STMT_ENTRY|205488000000000|11090702655,IN_FBNK_STMT_ENTRY|205488000000000|11090702655,2,4
30,[],UP_FBNK_STMT_PRINTED|13347-20220430|11090702655,UP_FBNK_STMT_PRINTED|13347-20220430|11090702655,0,6
